CCODE,CNAME,VENDOR_NO,WORK_ORDER,WO_FROM_DATE,WO_TO_DATE,CVALUE,DURATION,CDURATION,EIC_PRNO,EIC,JOB_DESC,DEPARTMENT,EMPLOYEE_COUNT,CLRA,ISMW,WORKMEN_TOT,EXCESS_CLRA_COUNT,EXCESS_CLRA_CONT_COUNT,STATUS
CT0060,FRANKLIN IME TECHS PVT. LTD.,,25933465,2021-01-04,,NULL,120,NULL,3673,Mr. VIKAS CHOUKSE,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0022,PREMKUMAR ENTERPRISES,11922497,25935580,2021-04-20,2021-08-28,NULL,365,4,2823,R MARIRAJAN,MAINTENANCE,MAINT-(GARAGE/TOOL ROOM),NULL,14,5,NULL,NULL,NULL,1
CT0916,IPRO COATING AND SERVICES,,25940865,2021-02-05,,NULL,176,NULL,3119,Mr. MANOVA JEEVADOS D,MAINTENANCE,MAINTENANCE,NULL,50,50,NULL,NULL,NULL,1
CT0987,A.GANESAN & CO.,25954429,25954429,2021-04-16,2021-07-31,NULL,731,3,2768,L SIVAKUMAR,MAINTENANCE,MAINT-(ETP-II/TTP),NULL,21,5,NULL,NULL,NULL,1
CT1143,PLANT-TECH INDUSTRIAL SERVICES LTD,,25989602,2021-01-02,,NULL,29,NULL,8051,Mr. PURUSHOTHAM,PROJECTS,PROJECTS,NULL,55,45,NULL,NULL,NULL,1
CT0182,D. SUDHAKAR ENTERPRISES,,25995902,2021-06-18,,NULL,731,NULL,4139,Mr. KAMARAJ S,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0407,TEXCO,,26016252,2022-02-28,,NULL,1057,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,10,NULL,NULL,NULL,NULL,1
CT0921,J.S ENTERPRISES,13216365,26016604,2019-07-04,2021-07-02,877800,2,24,3932,RS SOLANKI,OPERATION,MAINT-(PROCESS ENG),NULL,19,5,NULL,NULL,NULL,1
CT0491,K S ENGINIRING WORKS,,26022365,2021-01-08,,NULL,176,NULL,2588,Mr. SWAMINATHAN I,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0599,VISHNU CONSTRUCTION,,26032179,2021-01-23,,NULL,191,NULL,3133,Mr. ARUMUGAM N,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0059,HDC POWER SYSTEMS PVT. LTD.,,26067223,2021-03-24,2021-06-25,NULL,61,3,3132,S SADAGOPAN,PROJECTS,PROJECTS,NULL,40,20,NULL,NULL,NULL,1
CT1037,SAKTHI KANNA CONSTRUCTIONS PVT. LTD.,,26067373,2020-12-27,,NULL,91,NULL,3132,Mr. KAMARAJ K,PROJECTS,PROJECTS,NULL,50,20,NULL,NULL,NULL,1
CT0346,VENDIGGE ENGINEERING PROJECTS PRIVATE LIMITED,11979705,26067423,2021-03-30,2021-05-31,NULL,91,2,3132,S SADAGOPAN,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0059,HDC POWER SYSTEMS PVT. LTD.,10276240,26073790,2019-08-19,2021-06-28,NULL,1.8,18,3132,SADAGOPAN,PROJECTS,PROJECTS-III,NULL,40,20,NULL,NULL,NULL,1
CT1037,SAKTHI KANNA CONSTRUCTIONS PVT. LTD.,,26074399,2021-03-26,2021-06-30,NULL,100,3,3132,S SADAGOPAN,PROJECTS,PROJECTS,NULL,70,40,NULL,NULL,NULL,1
CT0629,J.DHAKSHANI ENTERPRISES,,26078434,2021-01-31,,NULL,116,NULL,4139,Mr. KAMARAJ S,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0057,SRI SARVAMANGALA FABRICATION,,26078812,2020-08-28,2022-01-19,NULL,1.5,17,3132,K MURALI,PROJECTS,PROJECTS-MATERIALS,NULL,19,4,NULL,NULL,NULL,1
CT0383,VADUVUDAIAMMAN INDUSTRIES,,26080235,2020-12-08,,NULL,83,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0878,LIZMONTAGEN INDIA PRIVATE LIMITED,13210151,26081723,2020-08-23,2021-08-15,,undefined,6,,MATHIAZHAGAN P,METERIAL SUPPLY,MAITENANCE,NULL,15,4,19,NULL,NULL,1
CT0660,STERLING AND WILSON PVT LIMITED,,26084047,2021-09-30,,NULL,732,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,90,5,NULL,NULL,NULL,1
CT1062,LAKSHMI MEP INFRAH PVT LTD.,,26084228,2021-03-31,2021-06-30,NULL,89,3,3133,S GOPALAKRISHNAN,PROJECTS,PROJECTS-(ELECT),NULL,14,5,NULL,NULL,NULL,1
CT1174,EPCC-ESTEEM PROJECT PVT LTD,,26085865,2021-04-05,2021-07-31,,,4,,PURUSHOTHAM,,PROJECT-III(MECH),NULL,15,4,19,NULL,NULL,1
CT0439,ARROW ENGINEERING ENTERPRISES,10279353,26090180,2019-08-30,2021-08-28,35359966,2,24,3125,R HARIDASSMr. HARIDASS R,MAINTENANCE,MAINT-ONSITEMAINTENANCE,NULL,120,25,NULL,NULL,NULL,1
CT0575,BANU CONSTRUCTIONS,,26092873,2021-01-05,2021-07-08,NULL,190,6,3132,SADAGOPANMr. KAMARAJ K,PROJECTS,PROJECTS-IIIPROJECTS,NULL,300,300,NULL,NULL,NULL,1
CT0185,DIVYA ENGINEERING WORKS,11922201,26097210,2019-09-05,2021-09-03,44126289.8,2,24,3187,B SUBRAMANIMr. SUBRAMANI S,LOGISTICS,MAINT-(MATERIALS-CONTRACT)LOGISTICS,NULL,75,5,NULL,NULL,NULL,1
CT1035,ADHI VIGNESH ENGINEERING,,26099213,2020-12-31,,NULL,114,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0990,DEVI FABRICATIONS AND ENGINEERING CONTRACTORS,,26109382,2021-05-05,2021-08-12,NULL,92,3,3116,ARUNA VIVEKANANDHAN AMr. ARUNA VIVEKANANDAN A,PROJECTS,PROJECTS-IIIPROJECTS,NULL,100,5,NULL,NULL,NULL,1
CT0990,DEVI FABRICATIONS AND ENGINEERING CONTRACTORS,,26109728,2021-09-19,,NULL,731,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,60,NULL,NULL,NULL,NULL,1
CT1065,ROTODYNE ENGINEERING SERVICES.,,26109766,2021-09-13,,NULL,731,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,40,5,NULL,NULL,NULL,1
CT1010,NATIONAL INSPECTION & TECHNICAL SERVICES,,26110239,2021-09-13,,NULL,364,NULL,3672,Mr. BALAJI M,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT1059,GOVINDARAJ CONTRACTOR & EARTH MOVERS,13230378,26111073,2021-03-25,2021-06-30,82756995,172,6,3132,S SADAGOPANMr. KAMARAJ K,PROJECTS,PROJECTS-IIIPROJECTS,NULL,150,120,NULL,NULL,NULL,1
CT1052,K.P.K ENTERPRISES,,26114287,2021-09-17,,NULL,731,NULL,2909,Mr. KSHIR SAGAR RM,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT1054,PERAMAWELD PRIVATE LIMITED,,26115741,2021-08-19,,NULL,730,NULL,3817,Mr. KISHOR BABU T,OPERATION,OPERATION,NULL,19,5,NULL,NULL,NULL,1
CT0789,SIEMENS LTD-RESONANCE POWER SYSTEMS PVT LTD,,26119547,2021-03-15,,NULL,181,NULL,3942,Mr. HANMANTH RAO G,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,,26121409,2020-12-31,,NULL,61,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,75,5,NULL,NULL,NULL,1
CT0673,VASU CHEMICAL LTD,,26122581,2021-07-31,,NULL,365,NULL,8041,Mr. SREENIVASA MURTHY G,PROCESS ENGINEERING - TECHNICAL,PROCESS ENGINEERING - TECHNICAL,NULL,40,NULL,NULL,NULL,NULL,1
CT0990,DEVI FABRICATIONS AND ENGINEERING CONTRACTORS,,26128709,2019-09-27,2021-09-25,,729,,3125,3125,MAINTENANCE,MAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0972,A.J.ENGINEERING,,26128720,2021-09-26,,NULL,731,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,100,65,NULL,NULL,NULL,1
CT0057,SRI SARVAMANGALA FABRICATION,,26134936,2020-12-31,,NULL,78,NULL,3116,Mr. ARUNA VIVEKANANDAN A,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0679,MASPERO - S P ENGINEERING,,26141435,2021-10-07,,NULL,731,NULL,3105,Mr. BHASKAR R,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT1066,BEST HEAT ENGINEERINGS,,26142680,2021-01-07,,NULL,91,NULL,4139,Mr. KAMARAJ S,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1061,HUBERT ENVIRO CARE SYSTEMS P LTD.,10126307,26149631,2019-10-14,2022-10-12,276793659.9,3,36,8031,TNK BAPIRAJUMr. VISHNUVARDHANA RAO P,OPERATION,OTHERS-OM & SOPERATION,NULL,180,20,NULL,NULL,NULL,1
CT0994,APRA INFRA PROJECTS,,26161552,2020-12-31,,NULL,86,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,100,55,NULL,NULL,NULL,1
CT0360,D.B.V.ENTERPRISES,,26177027,2021-01-31,,NULL,88,NULL,8051,Mr. PURUSHOTHAM,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0421,FLOW SERVE-MERCURY ENGINEERING,,26180412,2021-04-15,,NULL,161,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0941,ANISH INFRASTRUCTURE(COIMBATORE)PVT LTD,,26196111,2021-11-13,,NULL,731,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,100,50,NULL,NULL,NULL,1
CT0729,CHOLAMANDALAM MS RISK SERVICES LTD,,26196470,2021-11-19,,NULL,731,NULL,3832,Mr. PARASHURAMKAR R J,GENERAL,GENERAL,NULL,14,5,NULL,NULL,NULL,1
CT0346,VENDIGGE ENGINEERING PROJECTS PRIVATE LIMITED,,26198237,2021-11-20,,NULL,731,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,55,45,NULL,NULL,NULL,1
CT1081,GUBBI CIVIL ENGINEERS,,26203921,2020-12-31,,NULL,90,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,34,17,NULL,NULL,NULL,1
CT1077,GULACHI ENGINEERS PVT LTD.,10182578,26204019,2019-11-26,2021-11-24,11271258,2,24,2247,MUTHUKUMARASAMYMr. MUTHUKUMARASWAMY S,PROCESS ENGINEERING - TECHNICAL,OTHERS- INSPECTIONPROCESS ENGINEERING - TECHNICAL,NULL,18,1,NULL,NULL,NULL,1
CT0015,SRI VIGNESH ENTERPRISES,10275707,26205329,2019-11-26,2021-11-25,20141506.1,2,24,3069,PREMCHANDMr. KRISHNARAJ T,MAINTENANCE,MAINT-OFFSITE(CIVIL)MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0031,RAJA ENGINEERING WORKS,,26208018,2020-12-27,,NULL,61,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT1073,IRC ENGINEERING SERVICES INDIA PVT LTD,,26214621,2021-03-02,,NULL,456,NULL,2587,Mr. VELAVAN S P,GENERAL,GENERAL,NULL,14,5,NULL,NULL,NULL,1
CT0369,P C KANI CONTRACTOR,,26214928,2021-02-04,,NULL,63,NULL,2843,Mr. MURALI K,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0197,V.MANI CIVIL CONTRACTOR,,26219044,2020-12-05,,NULL,366,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0065,"ENVIRONNEMENT S.A INDIA PVT. LTD.,",,26225447,2021-12-10,,NULL,731,NULL,3819,Mr. SENTHIL NATHAN N,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0938,CORROSION ENGINEERING SERVICES,,26233748,2021-12-16,,NULL,731,NULL,2587,Mr. VELAVAN S P,OPERATION,OPERATION,NULL,14,5,NULL,NULL,NULL,1
CT1052,K.P.K ENTERPRISES,,26238788,2020-12-19,,NULL,366,NULL,2843,Mr. MURALI K,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT1052,K.P.K ENTERPRISES,,26247556,2020-12-26,,NULL,366,NULL,3584,Mr. SURESH H,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0921,J.S ENTERPRISES,,26257489,2021-01-05,,NULL,366,NULL,3673,Mr. VIKAS CHOUKSE,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT1008,LAKSHMI TRAVELS,,26260229,2022-01-31,,NULL,731,NULL,3172,DR. SARANGADHARAN S,GENERAL,GENERAL,NULL,19,5,NULL,NULL,NULL,1
CT1037,SAKTHI KANNA CONSTRUCTIONS PVT. LTD.,,26266975,2021-05-08,,NULL,180,NULL,3035,Mr. SADAGOPAN S,PROJECTS,PROJECTS,NULL,90,50,NULL,NULL,NULL,1
CT0703,CITY PEST CONTROL SERVICES,,26270654,2022-01-12,,NULL,731,NULL,2549,Mr. RAMESH BABU B,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0419,A K ELECTRICALS,,26274636,2021-02-15,,NULL,92,NULL,3133,Mr. ARUMUGAM N,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0416,MKM ENTERPRISES,,26285003,2022-01-22,,NULL,731,NULL,4239,Mr. RAHEEM SHAIK,LOGISTICS,LOGISTICS,NULL,19,5,NULL,NULL,NULL,1
CT1141,DEMECH CHEMICAL PRODUCT (P) LTD,,26285731,2021-01-13,,NULL,356,NULL,3116,Mr. ARUNA VIVEKANANDAN A,PROJECTS,PROJECTS,NULL,15,4,NULL,NULL,NULL,1
CT0383,VADUVUDAIAMMAN INDUSTRIES,,26287049,2021-01-23,,NULL,366,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0437,SRI LAKSHMI CONSTRUCTION COMPANY,11922578,26295350,2020-01-31,2021-06-30,NULL,1.5,17,2253,GOPALAKRISHNANMr. GOPALAKRISHNAN S,PROJECTS,PROJECTS-(ELECT)PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0457,D R ENTERPRISES,,26295737,2021-03-24,2021-06-30,NULL,366,3,8160,T KRISHNARAJMr. SAMBASIVAM K,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0494,SRI GANAPATHY ENTERPRISES,,26302327,2020-12-31,,NULL,35,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0690,VIBRANT NDT SERVICES,11927068,26302831,2021-02-05,2022-02-04,1556751.9,1,12,2587,S P VELAVANMr. VELAVAN S P,MAINTENANCE,OTHERS-(INSPECTION)MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1094,S.S.ENGINEERING,10187446,26311216,2020-02-11,2022-02-09,7070447.28,2,24,3672,M BALAJIMr. BALAJI M,MAINTENANCE,MAINT-ONSITEMAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1095,S PRINCE HIGHTECH PRIVATE LIMITED,,26319751,2022-02-16,,NULL,731,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,50,50,NULL,NULL,NULL,1
CT0690,VIBRANT NDT SERVICES,11927068,26320478,2020-02-18,2022-02-16,6970200,2,24,803136,A CHANDRA MOHANMr. CHANDRAMOHAN A,MAINTENANCE,"OTHERS-(E,I & ITS)MAINTENANCE",NULL,19,5,NULL,NULL,NULL,1
CT0697,S.MAHADEVAN CONTRACTOR,,26322920,2021-02-19,,NULL,366,NULL,4139,Mr. KAMARAJ S,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0197,V.MANI CIVIL CONTRACTOR,,26337977,2021-03-01,,NULL,365,NULL,2526,Mr. ANANDAKUMARAN P,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT1097,BREEZE COOL SERVICE,10105140,26346830,2020-03-06,2022-03-05,3120000,2,24,2982,V THANGAMANIV.THANGAMANI,MAINTENANCE,MAINT-(FIELD-1[DCU-OPH])MAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0461,MKTG-NATIONAL INFORMATICS CENTRE,,26349927,2020-12-31,,NULL,120,NULL,2824,Mr. NANDAKUMAR K,GENERAL,GENERAL,NULL,19,5,NULL,NULL,NULL,1
CT1010,NATIONAL INSPECTION & TECHNICAL SERVICES,,26351207,2021-03-09,,NULL,365,NULL,4104,Mr. MANOJ KUMAR E,PROJECTS,PROJECTS,NULL,15,4,NULL,NULL,NULL,1
CT0369,P C KANI CONTRACTOR,,26351604,2021-03-11,,NULL,365,NULL,2843,Mr. MURALI K,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0147,VISHAL TESTING AND SERVICES,,26354490,2021-03-18,,NULL,365,NULL,3822,Mr. JAYAKUMAR P,PROJECTS,PROJECTS,NULL,19,4,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,,26367207,2021-01-11,,NULL,78,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0416,MKM ENTERPRISES,,26381057,2021-03-13,,NULL,183,NULL,3831,Mr. NILESH UMAPATI KUCHANKAR,LOGISTICS,LOGISTICS,NULL,19,4,NULL,NULL,NULL,1
CT0019,VOLTAS LIMITED,10126682,26400565,2020-04-17,2022-04-16,2825680,2,24,2235,K MOHAN/S RAJENDRANMr. MOHAN K,MAINTENANCE,"MAINT-(FIELD, REF III/COGERN, CPP)MAINTENANCE",NULL,19,5,NULL,NULL,NULL,1
CT0197,V.MANI CIVIL CONTRACTOR,,26411941,2021-05-01,,NULL,365,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0592,SRI LAKSHMI ENTERPRISES,,26411993,2021-01-30,,NULL,122,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,8,NULL,NULL,NULL,NULL,1
CT1019,PPRAJANS ENGINEERING WORKS,,26416570,2021-05-19,,NULL,367,NULL,3338,Mr. KARPAGAM R,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT1103,SRI GURU ENTERPRISES,,26419254,2023-05-10,,NULL,1095,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,14,5,NULL,NULL,NULL,1
CT0142,EDAC ENGINEERING LTD,,26421502,2020-12-31,,NULL,66,NULL,3116,Mr. ARUNA VIVEKANANDAN A,PROJECTS,PROJECTS,NULL,20,5,NULL,NULL,NULL,1
CT0012,SANDHYA ENTERPRISES ENGINEERING CONTRACTORS,,26422290,2021-02-28,,NULL,90,NULL,4122,Mr. ADERSH V S,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0697,S.MAHADEVAN CONTRACTOR,,26427631,2021-01-13,,NULL,92,NULL,4326,Mr. MANOJ PRABHAHAR A N,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0436,G J INSULATION,,26429440,2021-08-21,,NULL,365,NULL,2853,Mr. PREMCHAND G,MAINTENANCE,MAINTENANCE,NULL,30,30,NULL,NULL,NULL,1
CT0533,ADARSHA CONTROL & AUTOMATION P LTD,,26430226,2022-05-21,,NULL,619,NULL,4118,Mr. SENTHILKUMAR K,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0031,RAJA ENGINEERING WORKS,,26430445,2022-05-13,,NULL,730,NULL,3105,Mr. BHASKAR R,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0464,ARYA OMNI TALK WIRELESS SOLUTIONS P LTD,,26430648,2024-05-31,,NULL,1461,NULL,3105,Mr. BHASKAR R,MAINTENANCE,MAINTENANCE,NULL,1,NULL,NULL,NULL,NULL,1
CT0122,EMMAI ENGINEERING WORKS,,26433031,2021-01-31,,NULL,215,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0141,HARI ENGINEERING,11922281,26433199,2020-05-26,2022-05-25,2116584,2,24,3263,A GOPI3263,OPERATION,OTHERS(OM&S-CTS)OPERATION,NULL,15,4,,NULL,NULL,1
CT0266,SRI SAKTHI ENTERPRISES,,26437533,2020-12-09,,NULL,183,NULL,3232,Mr. SANKAR D M,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0951,GIRISH CHANDRA GHOSH & G.G.S.,,26438434,2021-03-01,,NULL,91,NULL,3323,Mr. CHANDRA C,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0494,SRI GANAPATHY ENTERPRISES,,26438925,2021-05-25,,NULL,365,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1019,PPRAJANS ENGINEERING WORKS,,26439613,2021-02-02,,NULL,184,NULL,2938,Mr. DAMODARUN R N,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0077,SARAVANA ENGINEERING,,26439953,2020-12-01,,NULL,183,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0013,LIJO ENGINEERING,,26440089,2021-05-15,,NULL,367,NULL,2602,Mr. RAJENDRAN S,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0057,SRI SARVAMANGALA FABRICATION,,26440181,2021-01-14,,NULL,31,NULL,4139,Mr. KAMARAJ S,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0494,SRI GANAPATHY ENTERPRISES,,26440840,2022-06-02,,NULL,730,NULL,2194,Mr. ARUMUGAM G,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0057,SRI SARVAMANGALA FABRICATION,,26440905,2021-05-14,,NULL,365,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0039,BUDHAGURU SEAL,10255476,26441002,2020-06-03,2021-06-02,978806.21,1,12,2235,K MOHANMr. MOHAN K,MAINTENANCE,MAINT-FIELD IIMAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0932,SRI SAIKRISHNA BLASTING WORKS,,26442773,2021-11-04,,NULL,365,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,20,20,NULL,NULL,NULL,1
CT0932,SRI SAIKRISHNA BLASTING WORKS,,26442803,2021-06-03,,NULL,365,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0339,U.P.RAMAIAH,,26444466,2021-02-14,,NULL,215,NULL,3132,Mr. KAMARAJ K,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0636,RICE LAKE WEIGHING SYSTEMS INDIA LIMITED,10170270,26444497,2020-06-05,2021-06-04,19181900,1,12,3069,T KRISHNARAJT.KRISHNARAJ,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0353,S V ENGINEERING WORKS,11922671,26445952,2020-06-08,2021-06-07,7032485,1,12,3132,K KAMARAJMr. KAMARAJ K,PROJECTS,PROJECTS-IIIPROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,11922036,26445988,2021-04-01,2021-04-30,,undefined,1,,,,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT1150,ABC TECHNO LABS INDIA PRIVATE LIMITED,,26447099,2022-06-08,,NULL,730,NULL,12345,Mr. BALAKRISHNAN L,OPERATION,OPERATION,NULL,15,4,NULL,NULL,NULL,1
CT1115,GLOBAL REMOTE INTEGRATED ACCESS SOLUTION PVT LTD,,26450186,2021-02-09,,NULL,184,NULL,2587,Mr. VELAVAN S P,OPERATION,OPERATION,NULL,19,5,NULL,NULL,NULL,1
CT0408,V LOGESH ENGINEERING,,26454062,2021-06-14,,NULL,365,NULL,2596,Mr. JAYAKUMAR P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0702,VASS ENTERPRISES,,26460237,2022-08-04,,NULL,730,NULL,2982,Mr. THANGAMANI V,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0015,SRI VIGNESH ENTERPRISES,10275707,26460473,2021-03-16,2021-08-18,NULL,273,5,4139,S KAMARAJMr. KAMARAJ S,MAINTENANCE,MAINT-CIVILMAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0397,SURYA PIPES & EQUIPMENTS,,26460991,2022-06-19,,NULL,730,NULL,2526,Mr. ANANDAKUMARAN P,PROJECTS,PROJECTS,NULL,19,4,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,,26461058,2021-03-15,2021-04-30,,,,,undefined,,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0689,AARVI ENCON LIMITED,11923131,26462696,2020-06-22,2021-06-22,,undefined,12,,,,,NULL,15,4,19,NULL,NULL,1
CT0065,"ENVIRONNEMENT S.A INDIA PVT. LTD.,",,26465496,2022-06-23,,NULL,730,NULL,8168,Mrs. LOGASUNDARI R,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1109,MARVEL HOSPITALITY SERVICES PVT LTD,,26465930,2022-06-30,,NULL,730,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,215,20,NULL,NULL,NULL,1
CT0062,SENDHAMARAI ENGINEERING PVT LTD,,26471010,2021-05-09,,NULL,160,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0076,EIL-YOKOGAWA INDIA LIMITED,,26471376,2021-04-23,2021-06-30,,undefined,6,,VIKAS CHOUKSE,METERIAL HANDLING,PROJECT,NULL,15,4,19,NULL,NULL,1
CT1114,SKI ENGINEERING,,26492666,2021-08-10,,NULL,365,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,50,20,NULL,NULL,NULL,1
CT1050,MUNTERS INDIA HUMIDITY CONTROL PVT LTD,10283745,26493996,2020-07-27,2021-07-27,,undefined,12,,,,PROJECT,NULL,15,4,19,NULL,NULL,1
CT0141,HARI ENGINEERING,,26501475,2021-01-20,,NULL,61,NULL,2235,Mr. MOHAN K,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
